ID,ActionTime,Cost1,Cost2,,0
39581,2019-07-22T11:05:04.000Z,420.5,2069.76,,
39582,2019-07-22T11:05:05.000Z,412.8,2103.64,,
39583,2019-07-22T11:05:06.000Z,319.32,1624.7,,
39584,2019-07-22T11:05:07.000Z,320.32,1624.7,,
39585,2019-07-22T11:05:08.000Z,318.55,1615.46,,
39586,2019-07-22T11:05:09.000Z,413.41,2079,,
39587,2019-07-22T11:05:10.000Z,428.58,2079,,
39588,2019-07-22T11:05:11.000Z,413.1,2079,,
39589,2019-07-22T11:05:13.000Z,413.72,2071.3,,
39590,2019-07-22T11:05:14.000Z,428.58,2083.62,,
39591,2019-07-22T11:05:15.000Z,413.95,2083.62,,
39592,2019-07-22T11:05:16.000Z,412.41,2131.36,,
39593,2019-07-22T11:05:17.000Z,466.7,2249.94,,
39594,2019-07-22T11:05:18.000Z,403.02,1978.9,,
39595,2019-07-22T11:05:19.000Z,305.38,1687.84,,
39596,2019-07-22T11:05:20.000Z,314.08,1596.98,,
39597,2019-07-22T11:05:21.000Z,331.87,1750.98,,
39598,2019-07-22T11:05:22.000Z,339.34,1546.16,,
39599,2019-07-22T11:05:23.000Z,336.18,1576.96,,
39600,2019-07-22T11:05:24.000Z,302.92,1710.94,,
39601,2019-07-22T11:05:25.000Z,297.22,1524.6,,
39602,2019-07-22T11:05:26.000Z,310.31,1572.34,,
39603,2019-07-22T11:05:27.000Z,314.54,1600.06,,
39604,2019-07-22T11:05:28.000Z,329.33,1572.34,,
39605,2019-07-22T11:05:29.000Z,303.92,1524.6,,
39606,2019-07-22T11:05:30.000Z,346.81,1581.58,,
39607,2019-07-22T11:05:31.000Z,421.11,2069.76,,
39608,2019-07-22T11:05:32.000Z,412.49,2079,,
39609,2019-07-22T11:05:33.000Z,415.95,2306.92,,
39610,2019-07-22T11:05:34.000Z,413.57,2129.82,,
39611,2019-07-22T11:05:35.000Z,421.11,2063.6,,
39612,2019-07-22T11:05:36.000Z,414.41,2094.4,,
39613,2019-07-22T11:05:37.000Z,413.95,2194.5,,
39614,2019-07-22T11:05:38.000Z,413.18,2109.8,,
39615,2019-07-22T11:05:39.000Z,414.57,2086.7,,
39616,2019-07-22T11:05:40.000Z,414.18,2145.22,,
39617,2019-07-22T11:05:41.000Z,424.5,2071.3,,
39618,2019-07-22T11:05:42.000Z,419.5,2043.58,,
39619,2019-07-22T11:05:43.000Z,347.58,1755.6,,
39620,2019-07-22T11:05:44.000Z,384.92,1818.74,,
39621,2019-07-22T11:05:45.000Z,316.62,1607.76,,
39622,2019-07-22T11:05:46.000Z,416.8,1921.92,,
39623,2019-07-22T11:05:47.000Z,320.7,1627.78,,
39624,2019-07-22T11:05:48.000Z,396.7,1834.14,,
39625,2019-07-22T11:05:49.000Z,358.9,1841.84,,
39626,2019-07-22T11:05:50.000Z,382,1814.12,,
39627,2019-07-22T11:05:51.000Z,330.71,1569.26,,
39628,2019-07-22T11:05:52.000Z,293.52,1501.5,,
39629,2019-07-22T11:05:53.000Z,314.24,1576.96,,
39630,2019-07-22T11:05:54.000Z,315.55,1684.76,,
39631,2019-07-22T11:05:55.000Z,303.84,1538.46,,
39632,2019-07-22T11:05:56.000Z,323.71,1549.24,,
39633,2019-07-22T11:05:57.000Z,326.02,1509.2,,
39634,2019-07-22T11:05:58.000Z,414.41,2109.8,,
39635,2019-07-22T11:05:59.000Z,416.11,2097.48,,
39636,2019-07-22T11:06:00.000Z,320.32,1629.32,,
39637,2019-07-22T11:06:01.000Z,320.09,1627.78,,
39638,2019-07-22T11:06:02.000Z,318.01,1615.46,,
39639,2019-07-22T11:06:03.000Z,323.94,1644.72,,
39640,2019-07-22T11:06:04.000Z,319.09,1615.46,,
39641,2019-07-22T11:06:05.000Z,325.4,1637.02,,
39642,2019-07-22T11:06:06.000Z,420.88,2086.7,,
39643,2019-07-22T11:06:07.000Z,322.4,1650.88,,
39644,2019-07-22T11:06:08.000Z,331.79,1572.34,,
39645,2019-07-22T11:06:09.000Z,316.32,1632.4,,
39646,2019-07-22T11:06:10.000Z,306.23,1667.82,,
39647,2019-07-22T11:06:11.000Z,328.4,1576.96,,
39648,2019-07-22T11:06:12.000Z,305.23,1566.18,,
39649,2019-07-22T11:06:13.000Z,273.2,1390.62,,
39650,2019-07-22T11:06:14.000Z,270.19,1382.92,,
39651,2019-07-22T11:06:15.000Z,271.89,1387.54,,
39652,2019-07-22T11:06:16.000Z,273.73,1399.86,,
39653,2019-07-22T11:06:17.000Z,271.04,1382.92,,
39654,2019-07-22T11:06:18.000Z,273.12,1392.16,,
39655,2019-07-22T11:06:19.000Z,272.5,1395.24,,
39656,2019-07-22T11:06:20.000Z,271.73,1384.46,,
39657,2019-07-22T11:06:21.000Z,271.04,1382.92,,
39658,2019-07-22T11:06:22.000Z,273.73,1398.32,,
39659,2019-07-22T11:06:23.000Z,276.74,1395.24,,
39660,2019-07-22T11:06:24.000Z,272.81,1399.86,,
39661,2019-07-22T11:06:25.000Z,272.19,1392.16,,
39662,2019-07-22T11:06:26.000Z,272.81,1392.16,,
39663,2019-07-22T11:06:27.000Z,276.51,1379.84,,
39664,2019-07-22T11:06:28.000Z,272.81,1392.16,,
39665,2019-07-22T11:06:29.000Z,271.81,1392.16,,
39666,2019-07-22T11:06:30.000Z,273.81,1395.24,,
39667,2019-07-22T11:06:31.000Z,273.2,1395.24,,
39668,2019-07-22T11:06:32.000Z,272.35,1387.54,,
39669,2019-07-22T11:06:33.000Z,273.73,1395.24,,
39670,2019-07-22T11:06:34.000Z,273.66,1395.24,,
39671,2019-07-22T11:06:35.000Z,273.2,1392.16,,
39672,2019-07-22T11:06:36.000Z,273.35,1392.16,,
39673,2019-07-22T11:06:37.000Z,270.35,1379.84,,
39674,2019-07-22T11:06:38.000Z,272.73,1390.62,,
39675,2019-07-22T11:06:39.000Z,270.04,1378.3,,
39676,2019-07-22T11:06:40.000Z,274.66,1392.16,,
39677,2019-07-22T11:06:41.000Z,271.42,1384.46,,
39678,2019-07-22T11:06:42.000Z,275.74,1406.02,,
39679,2019-07-22T11:06:43.000Z,274.12,1392.16,,
39680,2019-07-22T11:06:44.000Z,274.89,1410.64,,
39681,2019-07-22T11:06:45.000Z,270.96,1392.16,,
39682,2019-07-22T11:06:46.000Z,273.04,1392.16,,
39683,2019-07-22T11:06:47.000Z,272.43,1382.92,,
39684,2019-07-22T11:06:48.000Z,272.73,1398.32,,
39685,2019-07-22T11:06:49.000Z,272.73,1392.16,,
39686,2019-07-22T11:06:50.000Z,273.2,1395.24,,
39687,2019-07-22T11:06:51.000Z,292.29,1490.72,,
39688,2019-07-22T11:06:52.000Z,281.13,1399.86,,
39689,2019-07-22T11:06:53.000Z,272.81,1406.02,,
39690,2019-07-22T11:06:54.000Z,273.73,1395.24,,
39691,2019-07-22T11:06:55.000Z,270.65,1384.46,,
39692,2019-07-22T11:06:56.000Z,270.65,1379.84,,
39693,2019-07-22T11:06:57.000Z,272.81,1481.48,,
39694,2019-07-22T11:06:58.000Z,271.19,1382.92,,
39695,2019-07-22T11:06:59.000Z,272.89,1392.16,,
39696,2019-07-22T11:07:00.000Z,270.65,1379.84,,
39697,2019-07-22T11:07:01.000Z,270.73,1379.84,,
39698,2019-07-22T11:07:02.000Z,270.35,1415.26,,
39699,2019-07-22T11:07:03.000Z,272.5,1392.16,,
39700,2019-07-22T11:07:04.000Z,271.42,1384.46,,
39701,2019-07-22T11:07:05.000Z,270.42,1382.92,,
39702,2019-07-22T11:07:06.000Z,272.66,1392.16,,
39703,2019-07-22T11:07:07.000Z,271.04,1384.46,,
39704,2019-07-22T11:07:08.000Z,274.66,1382.92,,
39705,2019-07-22T11:07:09.000Z,270.96,1392.16,,
39706,2019-07-22T11:07:10.000Z,272.81,1392.16,,
39707,2019-07-22T11:07:11.000Z,271.12,1379.84,,
39708,2019-07-22T11:07:12.000Z,273.5,1395.24,,
39709,2019-07-22T11:07:13.000Z,270.5,1378.3,,
39710,2019-07-22T11:07:14.000Z,270.81,1382.92,,
39711,2019-07-22T11:07:15.000Z,398.17,1985.06,,
39712,2019-07-22T11:07:16.000Z,272.43,1415.26,,
39713,2019-07-22T11:07:17.000Z,273.73,1398.32,,
39714,2019-07-22T11:07:18.000Z,272.5,1387.54,,
39715,2019-07-22T11:07:19.000Z,272.81,1390.62,,
39716,2019-07-22T11:07:20.000Z,271.12,1382.92,,
39717,2019-07-22T11:07:21.000Z,271.35,1384.46,,
39718,2019-07-22T11:07:22.000Z,273.5,1392.16,,
39719,2019-07-22T11:07:23.000Z,273.04,1392.16,,
39720,2019-07-22T11:07:24.000Z,282.51,1395.24,,
39721,2019-07-22T11:07:25.000Z,273.12,1406.02,,
39722,2019-07-22T11:07:26.000Z,271.73,1379.84,,
39723,2019-07-22T11:07:27.000Z,272.89,1395.24,,
39724,2019-07-22T11:07:28.000Z,269.65,1378.3,,
39725,2019-07-22T11:07:29.000Z,272.66,1387.54,,
39726,2019-07-22T11:07:30.000Z,273.12,1392.16,,
39727,2019-07-22T11:07:31.000Z,273.12,1395.24,,
39728,2019-07-22T11:07:32.000Z,270.96,1382.92,,
39729,2019-07-22T11:07:33.000Z,273.5,1392.16,,
39730,2019-07-22T11:07:34.000Z,273.2,1398.32,,
39731,2019-07-22T11:07:35.000Z,272.35,1392.16,,
39732,2019-07-22T11:07:36.000Z,273.04,1392.16,,
39733,2019-07-22T11:07:37.000Z,272.43,1419.88,,
39734,2019-07-22T11:07:38.000Z,292.6,1489.18,,
39735,2019-07-22T11:07:39.000Z,272.89,1392.16,,
39736,2019-07-22T11:07:40.000Z,272.66,1390.62,,
39737,2019-07-22T11:07:41.000Z,273.12,1387.54,,
39738,2019-07-22T11:07:42.000Z,275.04,1406.02,,
39739,2019-07-22T11:07:43.000Z,273.12,1392.16,,
39740,2019-07-22T11:07:44.000Z,292.52,1516.9,,
39741,2019-07-22T11:07:45.000Z,296.22,1510.74,,
39742,2019-07-22T11:07:46.000Z,284.51,1392.16,,
39743,2019-07-22T11:07:47.000Z,272.35,1390.62,,
39744,2019-07-22T11:07:48.000Z,270.19,1382.92,,
39745,2019-07-22T11:07:49.000Z,271.66,1384.46,,
39746,2019-07-22T11:07:50.000Z,272.04,1387.54,,
39747,2019-07-22T11:07:51.000Z,272.73,1390.62,,
39748,2019-07-22T11:07:52.000Z,272.89,1390.62,,
39749,2019-07-22T11:07:53.000Z,272.81,1392.16,,
39750,2019-07-22T11:07:54.000Z,272.89,1395.24,,
39751,2019-07-22T11:07:55.000Z,272.04,1382.92,,
39752,2019-07-22T11:07:57.000Z,278.51,1399.86,,
39753,2019-07-22T11:07:58.000Z,272.89,1418.34,,
39754,2019-07-22T11:07:59.000Z,271.19,1382.92,,
39755,2019-07-22T11:08:00.000Z,271.19,1372.14,,
39756,2019-07-22T11:08:01.000Z,270.73,1398.32,,
39757,2019-07-22T11:08:02.000Z,272.66,1392.16,,
39758,2019-07-22T11:08:03.000Z,273.04,1392.16,,
39759,2019-07-22T11:08:04.000Z,273.43,1390.62,,
39760,2019-07-22T11:08:05.000Z,270.12,1387.54,,
39761,2019-07-22T11:08:06.000Z,272.5,1392.16,,
39762,2019-07-22T11:08:07.000Z,271.12,1382.92,,
39763,2019-07-22T11:08:08.000Z,272.19,1390.62,,
39764,2019-07-22T11:08:09.000Z,272.19,1410.64,,
39765,2019-07-22T11:08:10.000Z,272.19,1390.62,,
39766,2019-07-22T11:08:11.000Z,273.2,1390.62,,
39767,2019-07-22T11:08:12.000Z,272.04,1392.16,,
39768,2019-07-22T11:08:13.000Z,272.5,1392.16,,
39769,2019-07-22T11:08:14.000Z,271.66,1382.92,,
39770,2019-07-22T11:08:15.000Z,274.35,1399.86,,
39771,2019-07-22T11:08:16.000Z,274.66,1406.02,,
39772,2019-07-22T11:08:17.000Z,273.04,1392.16,,
39773,2019-07-22T11:08:18.000Z,275.89,1379.84,,
39774,2019-07-22T11:08:19.000Z,270.19,1379.84,,
39775,2019-07-22T11:08:20.000Z,296.53,1509.2,,
39776,2019-07-22T11:08:21.000Z,292.75,1489.18,,
39777,2019-07-22T11:08:22.000Z,336.18,1683.22,,
39778,2019-07-22T11:08:23.000Z,434.51,2091.32,,
39779,2019-07-22T11:08:24.000Z,322.48,1637.02,,
39780,2019-07-22T11:08:25.000Z,320.09,1629.32,,
39781,2019-07-22T11:08:26.000Z,322.32,1715.56,,
39782,2019-07-22T11:08:27.000Z,519.06,2265.34,,
39783,2019-07-22T11:08:28.000Z,423.65,2083.62,,
39784,2019-07-22T11:08:29.000Z,421.11,2082.08,,
39785,2019-07-22T11:08:30.000Z,415.11,2075.92,,
39786,2019-07-22T11:08:31.000Z,318.09,1629.32,,
39787,2019-07-22T11:08:32.000Z,320.01,1620.08,,
39788,2019-07-22T11:08:33.000Z,322.48,1710.94,,
39789,2019-07-22T11:08:34.000Z,411.26,2071.3,,
39790,2019-07-22T11:08:35.000Z,411.87,2071.3,,
39791,2019-07-22T11:08:36.000Z,320.78,1643.18,,
39792,2019-07-22T11:08:37.000Z,317.39,1710.94,,
39793,2019-07-22T11:08:38.000Z,319.63,1627.78,,
39794,2019-07-22T11:08:39.000Z,319.4,1623.16,,
39795,2019-07-22T11:08:40.000Z,321.94,1624.7,,
39796,2019-07-22T11:08:41.000Z,360.28,1818.74,,
39797,2019-07-22T11:08:42.000Z,307.61,1552.32,,
39798,2019-07-22T11:08:43.000Z,337.03,1738.66,,
39799,2019-07-22T11:08:44.000Z,311.23,1587.74,,
39800,2019-07-22T11:08:45.000Z,305.3,1715.56,,
39801,2019-07-22T11:08:46.000Z,319.01,2710.4,,
39802,2019-07-22T11:08:47.000Z,309.08,1561.56,,
39803,2019-07-22T11:08:48.000Z,319.4,1623.16,,
39804,2019-07-22T11:08:49.000Z,296.91,1506.12,,
39805,2019-07-22T11:08:50.000Z,354.2,22716.54,,
39806,2019-07-22T11:08:51.000Z,295.45,1509.2,,
39807,2019-07-22T11:08:52.000Z,411.72,2046.66,,
39808,2019-07-22T11:08:53.000Z,410.56,2125.2,,
39809,2019-07-22T11:08:54.000Z,408.72,2122.12,,
39810,2019-07-22T11:08:55.000Z,405.87,2055.9,,
39811,2019-07-22T11:08:56.000Z,409.87,2069.76,,
39812,2019-07-22T11:08:57.000Z,409.02,2055.9,,
39813,2019-07-22T11:08:58.000Z,410.79,2074.38,,
39814,2019-07-22T11:08:59.000Z,452.14,2075.92,,
39815,2019-07-22T11:09:00.000Z,462.46,2094.4,,
39816,2019-07-22T11:09:01.000Z,417.49,2086.7,,
39817,2019-07-22T11:09:02.000Z,422.5,2114.42,,
39818,2019-07-22T11:09:03.000Z,414.88,2075.92,,
39819,2019-07-22T11:09:04.000Z,364.9,1837.22,,
39820,2019-07-22T11:09:05.000Z,354.97,1943.48,,
39821,2019-07-22T11:09:06.000Z,343.27,1615.46,,
39822,2019-07-22T11:09:07.000Z,375.37,1824.9,,
39823,2019-07-22T11:09:08.000Z,361.98,1888.04,,
39824,2019-07-22T11:09:09.000Z,343.27,1781.78,,
39825,2019-07-22T11:09:10.000Z,452.84,2422.42,,
39826,2019-07-22T11:09:11.000Z,346.27,1754.06,,
39827,2019-07-22T11:09:12.000Z,324.25,1609.3,,
39828,2019-07-22T11:09:13.000Z,299.14,1518.44,,
39829,2019-07-22T11:09:14.000Z,336.88,1712.48,,
39830,2019-07-22T11:09:15.000Z,306.92,1624.7,,
39831,2019-07-22T11:09:16.000Z,346.73,1589.28,,
39832,2019-07-22T11:09:17.000Z,410.79,2111.34,,
39833,2019-07-22T11:09:18.000Z,410.26,2131.36,,
39834,2019-07-22T11:09:19.000Z,417.49,2162.16,,
39835,2019-07-22T11:09:20.000Z,416.57,2119.04,,
39836,2019-07-22T11:09:21.000Z,411.87,2079,,
39837,2019-07-22T11:09:22.000Z,420.88,2202.2,,
39838,2019-07-22T11:09:23.000Z,416.18,2102.1,,
39839,2019-07-22T11:09:24.000Z,416.26,2075.92,,
39840,2019-07-22T11:09:25.000Z,445.44,2097.48,,
39841,2019-07-22T11:09:26.000Z,416.8,2222.22,,
39842,2019-07-22T11:09:27.000Z,350.43,1786.4,,
39843,2019-07-22T11:09:28.000Z,401.17,2177.56,,
39844,2019-07-22T11:09:29.000Z,342.73,8189.72,,
39845,2019-07-22T11:09:30.000Z,447.45,2391.62,,
39846,2019-07-22T11:09:31.000Z,444.75,2209.9,,
39847,2019-07-22T11:09:32.000Z,453.84,2271.5,,
39848,2019-07-22T11:09:33.000Z,459.15,2445.52,,
39849,2019-07-22T11:09:34.000Z,354.28,1928.08,,
39850,2019-07-22T11:09:35.000Z,356.28,1980.44,,
39851,2019-07-22T11:09:36.000Z,381.23,1761.76,,
39852,2019-07-22T11:09:37.000Z,340.34,1783.32,,
39853,2019-07-22T11:09:38.000Z,355.28,1877.26,,
39854,2019-07-22T11:09:39.000Z,324.4,1635.48,,
39855,2019-07-22T11:09:40.000Z,412.8,2082.08,,
39856,2019-07-22T11:09:41.000Z,329.33,1581.58,,
39857,2019-07-22T11:09:42.000Z,321.09,1706.32,,
39858,2019-07-22T11:09:43.000Z,299.53,1524.6,,
39859,2019-07-22T11:09:44.000Z,332.1,1698.62,,
39860,2019-07-22T11:09:45.000Z,319.09,1650.88,,
39861,2019-07-22T11:09:46.000Z,277.2,1387.54,,
39862,2019-07-22T11:09:47.000Z,270.65,1418.34,,
39863,2019-07-22T11:09:48.000Z,272.73,1392.16,,
39864,2019-07-22T11:09:49.000Z,276.04,1407.56,,
39865,2019-07-22T11:09:50.000Z,276.12,1407.56,,
39866,2019-07-22T11:09:51.000Z,273.66,1399.86,,
39867,2019-07-22T11:09:52.000Z,273.2,1392.16,,
39868,2019-07-22T11:09:53.000Z,273.81,1395.24,,
39869,2019-07-22T11:09:54.000Z,274.12,1395.24,,
39870,2019-07-22T11:09:55.000Z,273.35,1395.24,,
39871,2019-07-22T11:09:56.000Z,272.81,1395.24,,
39872,2019-07-22T11:09:57.000Z,273.43,1398.32,,
39873,2019-07-22T11:09:58.000Z,271.19,1387.54,,
39874,2019-07-22T11:09:59.000Z,270.81,1382.92,,
39875,2019-07-22T11:10:00.000Z,292.75,1490.72,,
39876,2019-07-22T11:10:01.000Z,273.35,1395.24,,
39877,2019-07-22T11:10:02.000Z,273.04,1392.16,,
39878,2019-07-22T11:10:03.000Z,273.12,1395.24,,
39879,2019-07-22T11:10:04.000Z,274.04,1395.24,,
39880,2019-07-22T11:10:05.000Z,273.89,1398.32,,
39881,2019-07-22T11:10:06.000Z,272.04,1395.24,,
39882,2019-07-22T11:10:07.000Z,271.04,1382.92,,
39883,2019-07-22T11:10:08.000Z,273.2,1395.24,,
39884,2019-07-22T11:10:09.000Z,271.19,1387.54,,
39885,2019-07-22T11:10:10.000Z,270.42,1382.92,,
39886,2019-07-22T11:10:11.000Z,271.66,1382.92,,
39887,2019-07-22T11:10:12.000Z,294.6,1501.5,,
39888,2019-07-22T11:10:13.000Z,271.19,1384.46,,
39889,2019-07-22T11:10:14.000Z,273.35,1395.24,,
39890,2019-07-22T11:10:15.000Z,270.65,1379.84,,
39891,2019-07-22T11:10:16.000Z,271.35,1384.46,,
39892,2019-07-22T11:10:17.000Z,270.65,1387.54,,
39893,2019-07-22T11:10:18.000Z,270.19,1382.92,,
39894,2019-07-22T11:10:19.000Z,270.12,1379.84,,
39895,2019-07-22T11:10:20.000Z,294.83,1490.72,,
39896,2019-07-22T11:10:21.000Z,267.11,1372.14,,
39897,2019-07-22T11:10:22.000Z,270.96,1392.16,,
39898,2019-07-22T11:10:23.000Z,268.04,1372.14,,
39899,2019-07-22T11:10:24.000Z,288.06,1392.16,,
39900,2019-07-22T11:10:25.000Z,273.89,1390.62,,
39901,2019-07-22T11:10:26.000Z,271.5,1384.46,,
39902,2019-07-22T11:10:27.000Z,274.81,1379.84,,
39903,2019-07-22T11:10:28.000Z,270.04,1379.84,,
39904,2019-07-22T11:10:29.000Z,1135.83,1370.6,,
39905,2019-07-22T11:10:30.000Z,1135.83,1378.3,,
39906,2019-07-22T11:10:31.000Z,1135.83,1379.84,,
39907,2019-07-22T11:10:32.000Z,1135.83,1382.92,,
39908,2019-07-22T11:10:33.000Z,282.9,1379.84,,
39909,2019-07-22T11:10:34.000Z,270.73,1378.3,,
39910,2019-07-22T11:10:35.000Z,1135.83,1375.22,,
39911,2019-07-22T11:10:37.000Z,1135.83,1382.92,,
39912,2019-07-22T11:10:38.000Z,270.65,1379.84,,
39913,2019-07-22T11:10:39.000Z,1135.83,1379.84,,
39914,2019-07-22T11:10:40.000Z,1135.83,1392.16,,
39915,2019-07-22T11:10:41.000Z,1135.83,1395.24,,
39916,2019-07-22T11:10:42.000Z,1135.83,1657.04,,
39917,2019-07-22T11:10:43.000Z,270.5,1382.92,,
39918,2019-07-22T11:10:44.000Z,1135.83,1387.54,,
39919,2019-07-22T11:10:45.000Z,272.43,1392.16,,
39920,2019-07-22T11:10:46.000Z,299.22,1529.22,,
39921,2019-07-22T11:10:47.000Z,1135.83,1378.3,,
39922,2019-07-22T11:10:48.000Z,1135.83,1382.92,,
39923,2019-07-22T11:10:49.000Z,1135.83,1384.46,,
39924,2019-07-22T11:10:50.000Z,1135.83,1372.14,,
39925,2019-07-22T11:10:51.000Z,1135.83,1382.92,,
39926,2019-07-22T11:10:52.000Z,1135.83,1367.52,,
39927,2019-07-22T11:10:53.000Z,272.5,1387.54,,
39928,2019-07-22T11:10:54.000Z,272.19,1384.46,,
39929,2019-07-22T11:10:55.000Z,1135.83,1367.52,,
39930,2019-07-22T11:10:56.000Z,269.19,1379.84,,
39931,2019-07-22T11:10:57.000Z,270.65,1379.84,,
39932,2019-07-22T11:10:58.000Z,271.73,1379.84,,
39933,2019-07-22T11:10:59.000Z,270.19,1382.92,,
39934,2019-07-22T11:11:00.000Z,1135.83,1379.84,,
39935,2019-07-22T11:11:01.000Z,1135.83,1392.16,,
39936,2019-07-22T11:11:02.000Z,1135.83,1370.6,,
39937,2019-07-22T11:11:03.000Z,1135.83,1379.84,,
39938,2019-07-22T11:11:04.000Z,1135.83,1382.92,,
39939,2019-07-22T11:11:05.000Z,268.42,1378.3,,
39940,2019-07-22T11:11:06.000Z,270.12,1378.3,,
39941,2019-07-22T11:11:07.000Z,269.73,1378.3,,
39942,2019-07-22T11:11:08.000Z,1135.83,1430.66,,
39943,2019-07-22T11:11:09.000Z,267.5,1367.52,,
39944,2019-07-22T11:11:10.000Z,1135.83,1382.92,,
39945,2019-07-22T11:11:11.000Z,1135.83,1367.52,,
39946,2019-07-22T11:11:12.000Z,268.11,1370.6,,
39947,2019-07-22T11:11:13.000Z,1135.83,1367.52,,
39948,2019-07-22T11:11:14.000Z,268.04,1372.14,,
39949,2019-07-22T11:11:15.000Z,270.35,1378.3,,
39950,2019-07-22T11:11:16.000Z,1135.83,1370.6,,
39951,2019-07-22T11:11:17.000Z,1135.83,1384.46,,
39952,2019-07-22T11:11:18.000Z,270.42,1362.9,,
39953,2019-07-22T11:11:19.000Z,1135.83,1367.52,,
39954,2019-07-22T11:11:20.000Z,270.19,1378.3,,
39955,2019-07-22T11:11:21.000Z,270.12,1382.92,,
39956,2019-07-22T11:11:22.000Z,267.73,1370.6,,
39957,2019-07-22T11:11:23.000Z,1135.83,1375.22,,
39958,2019-07-22T11:11:24.000Z,267.65,1367.52,,
39959,2019-07-22T11:11:25.000Z,269.96,1379.84,,
39960,2019-07-22T11:11:26.000Z,274.12,1392.16,,
39961,2019-07-22T11:11:27.000Z,1135.83,1390.62,,
39962,2019-07-22T11:11:28.000Z,1135.83,1387.54,,
39963,2019-07-22T11:11:29.000Z,270.73,1379.84,,
39964,2019-07-22T11:11:30.000Z,270.35,1378.3,,
39965,2019-07-22T11:11:31.000Z,272.43,1387.54,,
39966,2019-07-22T11:11:32.000Z,291.98,1490.72,,
39967,2019-07-22T11:11:33.000Z,1135.83,1392.16,,
39968,2019-07-22T11:11:34.000Z,1135.83,1390.62,,
39969,2019-07-22T11:11:35.000Z,1135.83,1378.3,,
39970,2019-07-22T11:11:36.000Z,270.04,1379.84,,
39971,2019-07-22T11:11:37.000Z,1135.83,1392.16,,
39972,2019-07-22T11:11:38.000Z,1135.83,1378.3,,
39973,2019-07-22T11:11:39.000Z,1135.83,1390.62,,
39974,2019-07-22T11:11:40.000Z,273.12,1390.62,,
39975,2019-07-22T11:11:41.000Z,272.04,1387.54,,
39976,2019-07-22T11:11:42.000Z,272.19,1387.54,,
39977,2019-07-22T11:11:43.000Z,1135.83,1422.96,,
39978,2019-07-22T11:11:44.000Z,274.43,1392.16,,
39979,2019-07-22T11:11:45.000Z,1135.83,1387.54,,
39980,2019-07-22T11:11:46.000Z,267.5,1364.44,,
39981,2019-07-22T11:11:47.000Z,269.96,1379.84,,
39982,2019-07-22T11:11:48.000Z,1135.83,1362.9,,
39983,2019-07-22T11:11:49.000Z,267.42,1359.82,,
39984,2019-07-22T11:11:50.000Z,1135.83,1375.22,,
39985,2019-07-22T11:11:51.000Z,269.5,1370.6,,
39986,2019-07-22T11:11:52.000Z,271.5,1379.84,,
39987,2019-07-22T11:11:53.000Z,424.12,2225.3,,
39988,2019-07-22T11:11:54.000Z,289.98,1478.4,,
39989,2019-07-22T11:11:55.000Z,270.35,1379.84,,
39990,2019-07-22T11:11:56.000Z,1135.83,2066.68,,
39991,2019-07-22T11:11:57.000Z,408.72,2063.6,,
39992,2019-07-22T11:11:58.000Z,428.97,2071.3,,
39993,2019-07-22T11:11:59.000Z,1135.83,2058.98,,
39994,2019-07-22T11:12:00.000Z,412.1,2106.72,,
39995,2019-07-22T11:12:01.000Z,1135.83,2097.48,,
39996,2019-07-22T11:12:02.000Z,1135.83,2111.34,,
39997,2019-07-22T11:12:03.000Z,417.19,2102.1,,
39998,2019-07-22T11:12:04.000Z,1135.83,2212.98,,
39999,2019-07-22T11:12:05.000Z,1135.83,2097.48,,
40000,2019-07-22T11:12:06.000Z,410.79,2069.76,,
40001,2019-07-22T11:12:07.000Z,1135.83,2069.76,,
40002,2019-07-22T11:12:08.000Z,1135.83,2403.94,,
40003,2019-07-22T11:12:09.000Z,1135.83,1803.34,,
40004,2019-07-22T11:12:10.000Z,1135.83,1771,,
40005,2019-07-22T11:12:11.000Z,296.22,1644.72,,
40006,2019-07-22T11:12:12.000Z,1135.83,1560.02,,
40007,2019-07-22T11:12:13.000Z,1135.83,1553.86,,
40008,2019-07-22T11:12:14.000Z,1135.83,1692.46,,
40009,2019-07-22T11:12:15.000Z,1135.83,1521.52,,
40010,2019-07-22T11:12:16.000Z,1135.83,1600.06,,
40011,2019-07-22T11:12:17.000Z,321.24,1635.48,,
40012,2019-07-22T11:12:18.000Z,1135.83,1580.04,,
40013,2019-07-22T11:12:19.000Z,1135.83,1620.08,,
40014,2019-07-22T11:12:20.000Z,1135.83,1620.08,,
40015,2019-07-22T11:12:21.000Z,417.26,2074.38,,
40016,2019-07-22T11:12:22.000Z,1135.83,2066.68,,
40017,2019-07-22T11:12:23.000Z,1135.83,2075.92,,
40018,2019-07-22T11:12:24.000Z,1135.83,1632.4,,
40019,2019-07-22T11:12:25.000Z,1135.83,1629.32,,
40020,2019-07-22T11:12:26.000Z,320.24,1684.76,,
40021,2019-07-22T11:12:27.000Z,1135.83,1604.68,,
40022,2019-07-22T11:12:28.000Z,1135.83,2063.6,,
40023,2019-07-22T11:12:29.000Z,1135.83,2075.92,,
40024,2019-07-22T11:12:30.000Z,414.11,2083.62,,
40025,2019-07-22T11:12:31.000Z,1135.83,2157.54,,
40026,2019-07-22T11:12:32.000Z,410.41,2071.3,,
40027,2019-07-22T11:12:33.000Z,451.07,2279.2,,
40028,2019-07-22T11:12:34.000Z,1135.83,1683.22,,
40029,2019-07-22T11:12:35.000Z,1135.83,2288.44,,
