# timestamp,month,day,hour,minute,second,server,tactic,ping,age of ping(seconds),ping timestamp,latency,cost,reliability
2020-03-20 12:44:00.257131,3,20,12,44,0.257131,2,0,0,0,0,58.83135056495666,30.6,1
2020-03-20 12:44:06.076477,3,20,12,44,6.076477,2,0,0,0,0,5.8186190128326425,26.7,1
2020-03-20 12:44:31.572434,3,20,12,44,31.572434,3,1,0.11900000000000001,680.8382910005748,2020-03-20 12:33:10.734143,13.312496185302734,6.1,1
2020-03-20 12:45:32.484426,3,20,12,45,32.484426,3,0,0,0,0,60.89233660697937,28.2,1
2020-03-20 12:45:32.638257,3,20,12,45,32.638257,3,0,0,0,0,0.03140687942504883,24.6,1
2020-03-20 12:46:34.491864,3,20,12,46,34.491864,3,0,0,0,0,61.85312795639038,31.4,1
2020-03-20 12:46:41.765617,3,20,12,46,41.765617,3,0,0,0,0,7.272989273071289,28.3,1
2020-03-20 12:47:08.534713,3,20,12,47,8.534713,4,1,0.139,682.5459979996085,2020-03-20 12:35:45.988715,13.468149185180664,6.3,1
2020-03-20 12:48:09.993928,3,20,12,48,9.993928,4,0,0,0,0,61.43878746032715,28.0,1
2020-03-20 12:48:10.132485,3,20,12,48,10.132485,4,0,0,0,0,0.03155326843261719,24.1,1
2020-03-20 12:49:10.326651,3,20,12,49,10.326651,4,0,0,0,0,60.19378399848938,29.8,1
2020-03-20 12:49:15.814652,3,20,12,49,15.814652,4,0,0,0,0,5.487351655960083,26.3,1
2020-03-20 12:49:38.740147,3,20,12,49,38.740147,5,1,0.009000000000000001,634.1469430010766,2020-03-20 12:39:04.593204,9.516785144805908,6.9,1
2020-03-20 12:50:43.226790,3,20,12,50,43.22679,5,0,0,0,0,64.46673345565796,29.9,1
2020-03-20 12:50:43.399405,3,20,12,50,43.399405,5,0,0,0,0,0.03147673606872558,28.2,1
2020-03-20 12:51:44.008714,3,20,12,51,44.008714,5,0,0,0,0,60.60886740684509,29.6,1
2020-03-20 12:51:49.444721,3,20,12,51,49.444721,5,0,0,0,0,5.435241937637329,25.7,1
2020-03-20 12:53:44.443652,3,20,12,53,44.443652,6,1,0.025,726.7993090003729,2020-03-20 12:41:37.644343,55.70571208000183,2.5,1
