,totalPowerConsumed,firstStartedTimestamp,latency,serverNumber,tacticNumber
178,100880.78,2019-06-24 05:17:59.875000+00:00,73.125,4,4
179,29463.28,2019-06-24 05:19:14.277000+00:00,20.723,4,5
180,161707.7,2019-06-24 05:19:36.444000+00:00,97.556,5,1
181,76097.56,2019-06-24 05:21:15.908000+00:00,46.092,5,2
182,7918.68,2019-06-24 05:22:03.946000+00:00,4.054,5,3
183,225511.44,2019-06-24 05:22:09.408000+00:00,114.592,5,4
184,40309.5,2019-06-24 05:24:05.134000+00:00,27.866,5,5
185,659081.5,2019-06-24 05:24:34.338000+00:00,338.662,6,1
186,5143.6,2019-06-24 05:30:14.342000+00:00,2.658,6,2
187,6263.18,2019-06-24 05:30:18.642000+00:00,3.358,6,3
188,139314.56,2019-06-24 05:30:23.633000+00:00,98.367,6,4
189,729205.4,2019-06-24 05:32:04.395000+00:00,369.605,7,1
190,20988.66,2019-06-24 05:38:15.888000+00:00,14.112,7,2
191,6940.78,2019-06-24 05:38:31.637000+00:00,4.363,7,3
192,299713.26,2019-06-24 05:38:37.159000+00:00,183.841,7,4
193,783541.22,2019-06-24 05:41:43.715000+00:00,410.285,8,1
194,90325.62,2019-06-24 05:48:35.500000+00:00,47.5,8,2
195,20517.42,2019-06-24 05:49:24.581000+00:00,9.419,8,3
196,364094.5,2019-06-24 05:49:35.148000+00:00,235.852,8,4
197,188238.82,2019-06-24 05:53:33.680000+00:00,113.32,9,1
198,4740.12,2019-06-24 05:55:28.413000+00:00,2.587,9,2
199,3087.7,2019-06-24 05:55:32.606000+00:00,1.394,9,3
200,203586.46,2019-06-24 05:55:35.591000+00:00,121.409,9,4
201,55569.36,2019-06-24 05:58:09.064000+00:00,39.936,1,1
202,107199.4,2019-06-24 05:58:50.258000+00:00,65.742,1,2
203,122962.84,2019-06-24 05:59:57.647000+00:00,73.353,1,3
204,262360.56,2019-06-24 06:01:12.472000+00:00,154.528,1,4
205,29035.16,2019-06-24 06:03:48.103000+00:00,17.897,1,5
206,264211.64,2019-06-24 06:04:07.182000+00:00,81.818,2,1
207,11154.22,2019-06-24 06:05:30.472000+00:00,7.528,2,2
208,5599.44,2019-06-24 06:05:39.116000+00:00,3.884,2,3
209,261017.68,2019-06-24 06:05:44.101000+00:00,108.899,2,4
210,206270.68,2019-06-24 06:07:35.023000+00:00,83.977,3,1
211,162819.58,2019-06-24 06:09:00.416000+00:00,87.584,3,2
212,111041.7,2019-06-24 06:10:29.325000+00:00,48.675,3,3
213,219664.06,2019-06-24 06:11:19.042000+00:00,142.958,3,4
214,15515.5,2019-06-24 06:13:43.627000+00:00,9.373,3,5
215,433354.46,2019-06-24 06:13:54.713000+00:00,236.287,4,1
216,96410.16,2019-06-24 06:17:52.972000+00:00,68.028,4,2
217,5548.62,2019-06-24 06:19:02.296000+00:00,3.704,4,3
218,230607.3,2019-06-24 06:19:07.117000+00:00,143.883,4,4
219,32184.46,2019-06-24 06:21:32.358000+00:00,17.642,4,5
220,117913.18,2019-06-24 06:21:51.374000+00:00,71.626,5,1
221,244783,2019-06-24 06:23:04.736000+00:00,171.264,5,2
222,17137.12,2019-06-24 06:25:57.219000+00:00,10.781,5,3
223,254446.5,2019-06-24 06:26:09.337000+00:00,153.663,5,4
224,16072.98,2019-06-24 06:28:44.556000+00:00,10.444,5,5
225,495522.72,2019-06-24 06:28:56.064000+00:00,307.936,6,1
226,6846.84,2019-06-24 06:34:05.462000+00:00,3.538,6,2
227,255911.04,2019-06-24 06:34:10.221000+00:00,151.779,6,3
228,244655.18,2019-06-24 06:36:43.458000+00:00,158.542,6,4
229,11215.82,2019-06-24 06:39:23.884000+00:00,7.116,6,5
230,553962.64,2019-06-24 06:39:32.085000+00:00,337.915,7,1
231,15036.56,2019-06-24 06:45:11.719000+00:00,9.281,7,2
232,12512.5,2019-06-24 06:45:22.719000+00:00,8.281,7,3
233,287162.26,2019-06-24 06:45:32.487000+00:00,180.513,7,4
234,554569.4,2019-06-24 06:48:35.823000+00:00,343.177,8,1
235,9275.42,2019-06-24 06:54:20.610000+00:00,5.39,8,2
236,6378.68,2019-06-24 06:54:27.221000+00:00,3.779,8,3
237,231378.84,2019-06-24 06:54:32.120000+00:00,142.88,8,4
238,184709.14,2019-06-24 06:56:57.593000+00:00,107.407,9,1
239,55760.32,2019-06-24 06:58:46.110000+00:00,40.89,9,2
240,115962,2019-06-24 06:59:28.638000+00:00,75.362,9,3
241,303801.96,2019-06-24 07:00:45.720000+00:00,176.28,9,4
242,219003.4,2019-06-24 07:04:14.985000+00:00,70.015,1,1
243,133136.08,2019-06-24 07:05:26.947000+00:00,86.053,1,2
244,14058.66,2019-06-24 07:06:54.391000+00:00,8.609,1,3
245,288706.88,2019-06-24 07:07:04.142000+00:00,162.858,1,4
246,30171.68,2019-06-24 07:09:48.704000+00:00,15.296,1,5
247,153696.62,2019-06-24 07:10:05.377000+00:00,91.623,2,1
248,1410.64,2019-06-24 07:11:38.107000+00:00,0.893,2,2
249,7071.68,2019-06-24 07:11:40.693000+00:00,4.307,2,3
250,260007.44,2019-06-24 07:11:46.143000+00:00,169.857,2,4
251,106481.76,2019-06-24 07:14:38.704000+00:00,64.296,3,1
252,160350.96,2019-06-24 07:15:44.734000+00:00,90.266,3,2
253,87006.92,2019-06-24 07:17:16.149000+00:00,53.851,3,3
254,252780.22,2019-06-24 07:18:11.049000+00:00,167.951,3,4
255,746304.02,2019-06-24 07:21:01.184000+00:00,469.816,4,1
256,1781.78,2019-06-24 07:28:52.989000+00:00,0.011,4,2
257,9608.06,2019-06-24 07:28:54+00:00,5,4,3
258,290785.88,2019-06-24 07:29:00.917000+00:00,172.083,4,4
259,7011.62,2019-06-24 07:31:54.333000+00:00,4.667,4,5
260,113017.52,2019-06-24 07:32:00.534000+00:00,80.466,5,1
261,79838.22,2019-06-24 07:33:22.837000+00:00,47.163,5,2
262,231132.44,2019-06-24 07:34:11.931000+00:00,144.069,5,3
263,226840.46,2019-06-24 07:36:37.434000+00:00,136.566,5,4
264,598416.28,2019-06-24 07:38:56.456000+00:00,370.544,6,1
265,11181.94,2019-06-24 07:45:08.955000+00:00,7.045,6,2
266,73843,2019-06-24 07:45:17.760000+00:00,51.24,6,3
267,190678.18,2019-06-24 07:46:10.722000+00:00,118.278,6,4
268,633962.56,2019-06-24 07:48:11.276000+00:00,396.724,7,1
269,105838.04,2019-06-24 07:54:49.835000+00:00,65.165,7,2
270,202559.28,2019-06-24 07:55:56.940000+00:00,121.06,7,3
271,216616.4,2019-06-24 07:57:59.169000+00:00,131.831,7,4
272,11220.44,2019-06-24 08:00:12.676000+00:00,7.324,7,5
273,539982.52,2019-06-24 08:00:21.926000+00:00,328.074,8,1
274,114785.44,2019-06-24 08:05:51.238000+00:00,77.762,8,2
275,11185.02,2019-06-24 08:07:10.812000+00:00,7.188,8,3
276,167967.8,2019-06-24 08:07:19.458000+00:00,108.542,8,4
277,164441.2,2019-06-24 08:09:10.018000+00:00,102.982,9,1
278,61860.26,2019-06-24 08:10:54.961000+00:00,38.039,9,2
279,131455.94,2019-06-24 08:11:34.593000+00:00,73.407,9,3
280,158173.4,2019-06-24 08:12:49.931000+00:00,101.069,9,4
281,47715.36,2019-06-24 08:15:03.202000+00:00,33.798,1,1
282,156785.86,2019-06-24 08:15:38.288000+00:00,105.712,1,2
283,126586.46,2019-06-24 08:17:25.186000+00:00,85.814,1,3
284,303127.44,2019-06-24 08:18:52.152000+00:00,184.848,1,4
285,132182.82,2019-06-24 08:21:59.679000+00:00,88.321,2,1
286,122443.86,2019-06-24 08:23:29.710000+00:00,78.29,2,2
287,79835.14,2019-06-24 08:24:49.408000+00:00,49.592,2,3
288,257963.86,2019-06-24 08:25:40.129000+00:00,149.871,2,4
289,106789.76,2019-06-24 08:28:12.146000+00:00,75.854,3,1
290,131295.78,2019-06-24 08:29:29.278000+00:00,84.722,3,2
291,251677.58,2019-06-24 08:30:55.215000+00:00,150.785,3,3
292,227701.32,2019-06-24 08:33:27.539000+00:00,148.461,3,4
293,304009.86,2019-06-24 08:35:58.598000+00:00,196.402,4,1
294,89974.5,2019-06-24 08:39:16.984000+00:00,56.016,4,2
295,7007,2019-06-24 08:40:14.995000+00:00,3.005,4,3
296,274783.74,2019-06-24 08:40:19.915000+00:00,166.085,4,4
297,6942.32,2019-06-24 08:43:07.969000+00:00,4.031,4,5
298,108362.1,2019-06-24 08:43:13.975000+00:00,70.025,5,1
299,30798.46,2019-06-24 08:44:25.597000+00:00,17.403,5,2
300,6347.88,2019-06-24 08:44:44.707000+00:00,3.293,5,3
301,371756,2019-06-24 08:44:49.957000+00:00,221.043,5,4
302,608578.74,2019-06-24 08:48:33.337000+00:00,402.663,6,1
303,71819.44,2019-06-24 08:55:17.223000+00:00,41.777,6,2
304,189581.7,2019-06-24 08:56:00.619000+00:00,132.381,6,3
305,218139.46,2019-06-24 08:58:14.384000+00:00,133.616,6,4
306,3056.9,2019-06-24 09:00:29.627000+00:00,1.373,6,5
307,607539.24,2019-06-24 09:00:32.928000+00:00,386.072,7,1
308,8123.5,2019-06-24 09:07:00.054000+00:00,4.946,7,2
309,9885.26,2019-06-24 09:07:06.662000+00:00,5.338,7,3
310,316725.64,2019-06-24 09:07:13.064000+00:00,190.936,7,4
311,4168.78,2019-06-24 09:10:25.578000+00:00,2.422,7,5
312,518461.02,2019-06-24 09:10:29.295000+00:00,313.705,8,1
313,13179.32,2019-06-24 09:15:44.371000+00:00,6.629,8,2
314,16630.46,2019-06-24 09:15:52.418000+00:00,9.582,8,3
315,263771.2,2019-06-24 09:16:03.351000+00:00,175.649,8,4
316,6366.36,2019-06-24 09:19:00.415000+00:00,3.585,8,5
317,157369.52,2019-06-24 09:19:05.467000+00:00,115.533,9,1
318,8174.32,2019-06-24 09:21:02.356000+00:00,4.644,9,2
319,7655.34,2019-06-24 09:21:08.818000+00:00,3.182,9,3
320,282037.14,2019-06-24 09:21:13.201000+00:00,177.799,9,4
321,115164.28,2019-06-24 09:24:43.459000+00:00,71.541,1,1
322,110727.54,2019-06-24 09:25:56.347000+00:00,66.653,1,2
323,9578.8,2019-06-24 09:27:04.807000+00:00,5.193,1,3
324,255966.48,2019-06-24 09:27:11.317000+00:00,174.683,1,4
325,22454.74,2019-06-24 09:30:07.363000+00:00,15.637,1,5
326,46520.32,2019-06-24 09:30:24.461000+00:00,33.539,2,1
327,149033.5,2019-06-24 09:30:59.911000+00:00,97.089,2,2
328,58290.54,2019-06-24 09:32:38.697000+00:00,34.303,2,3
329,226252.18,2019-06-24 09:33:14.425000+00:00,131.575,2,4
330,21290.5,2019-06-24 09:35:27.127000+00:00,10.873,2,5
331,328328,2019-06-24 09:35:39.500000+00:00,113.5,3,1
332,7107.1,2019-06-24 09:37:34.750000+00:00,4.25,3,2
333,10080.84,2019-06-24 09:37:40.202000+00:00,6.798,3,3
334,291945.5,2019-06-24 09:37:48.759000+00:00,145.241,3,4
335,1506931.58,2019-06-24 09:40:16.615000+00:00,856.385,4,1
336,210193.06,2019-06-24 09:54:34.891000+00:00,128.109,4,2
337,230785.94,2019-06-24 09:56:44.995000+00:00,115.005,4,3
338,314917.68,2019-06-24 09:58:41.817000+00:00,186.183,4,4
339,165419.1,2019-06-24 10:01:50.985000+00:00,82.015,5,1
340,123380.18,2019-06-24 10:03:14.083000+00:00,80.917,5,2
341,201302.64,2019-06-24 10:04:36.689000+00:00,123.311,5,3
342,222768.7,2019-06-24 10:06:41.240000+00:00,126.76,5,4
343,17366.58,2019-06-24 10:08:49.677000+00:00,10.323,5,5
344,542619,2019-06-24 10:09:01.037000+00:00,341.963,6,1
345,181194.86,2019-06-24 10:14:44.686000+00:00,114.314,6,2
346,9771.3,2019-06-24 10:16:40.715000+00:00,6.285,6,3
347,266420,2019-06-24 10:16:48.435000+00:00,167.565,6,4
348,1864.94,2019-06-24 10:19:37.825000+00:00,0.175,6,5
349,635912.2,2019-06-24 10:19:39.847000+00:00,397.153,7,1
350,6361.74,2019-06-24 10:26:19.971000+00:00,3.029,7,3
351,253029.7,2019-06-24 10:26:24.887000+00:00,144.113,7,4
352,26942.3,2019-06-24 10:28:50.486000+00:00,17.514,7,5
353,594758.78,2019-06-24 10:29:09.006000+00:00,331.994,8,1
354,26943.84,2019-06-24 10:34:42.237000+00:00,13.763,8,2
355,9874.48,2019-06-24 10:34:57.210000+00:00,4.79,8,3
356,206021.2,2019-06-24 10:35:03.671000+00:00,137.329,8,4
357,79597.98,2019-06-24 10:37:23.721000+00:00,47.279,9,1
358,114486.68,2019-06-24 10:38:12.899000+00:00,69.101,9,2
359,110759.88,2019-06-24 10:39:23.705000+00:00,68.295,9,3
360,233628.78,2019-06-24 10:40:33.927000+00:00,133.073,9,4
361,7395.08,2019-06-24 10:42:48.178000+00:00,4.822,9,5
362,196513.24,2019-06-24 10:43:24.465000+00:00,125.535,1,1
363,7410.48,2019-06-24 10:45:32.998000+00:00,4.002,1,3
364,159671.82,2019-06-24 10:45:38.407000+00:00,97.593,1,4
365,17354.26,2019-06-24 10:47:17.813000+00:00,9.187,1,5
366,58085.72,2019-06-24 10:47:28.112000+00:00,29.888,2,1
367,109216.8,2019-06-24 10:47:59.589000+00:00,62.411,2,2
368,44971.08,2019-06-24 10:49:03.322000+00:00,31.678,2,3
369,352656.92,2019-06-24 10:49:36.637000+00:00,225.363,2,4
370,9552.62,2019-06-24 10:53:23.464000+00:00,5.536,2,5
371,188691.58,2019-06-24 10:53:30.946000+00:00,105.054,3,1
372,1783.32,2019-06-24 10:55:17.432000+00:00,0.568,3,2
373,10184.02,2019-06-24 10:55:19.616000+00:00,4.384,3,3
374,277044.46,2019-06-24 10:55:25.336000+00:00,168.664,3,4
375,346461.5,2019-06-24 10:58:16.916000+00:00,201.084,4,1
376,4738.58,2019-06-24 11:01:40.918000+00:00,2.082,4,3
377,188739.32,2019-06-24 11:01:44.233000+00:00,132.767,4,4
378,219810.36,2019-06-24 11:03:59.365000+00:00,94.635,5,1
379,17261.86,2019-06-24 11:05:35.080000+00:00,10.92,5,2
380,9714.32,2019-06-24 11:05:47.134000+00:00,4.866,5,3
381,313912.06,2019-06-24 11:05:53.630000+00:00,186.37,5,4
382,628138.28,2019-06-24 11:09:02.157000+00:00,389.843,6,1
383,144036.2,2019-06-24 11:15:33.328000+00:00,103.672,6,2
384,83609.68,2019-06-24 11:17:18.978000+00:00,49.022,6,3
385,177400.3,2019-06-24 11:18:09.342000+00:00,109.658,6,4
386,25483.92,2019-06-24 11:20:00.180000+00:00,15.82,6,5
387,553395.92,2019-06-24 11:20:17.243000+00:00,337.757,7,1
388,55079.64,2019-06-24 11:25:56.942000+00:00,32.058,7,2
389,72929.78,2019-06-24 11:26:30.832000+00:00,45.168,7,3
390,465717.56,2019-06-24 11:27:17.205000+00:00,293.795,7,4
391,505055.32,2019-06-24 11:32:13.203000+00:00,316.797,8,1
392,10909.36,2019-06-24 11:37:31.561000+00:00,5.439,8,2
393,100292.5,2019-06-24 11:37:38.766000+00:00,59.234,8,3
394,317098.32,2019-06-24 11:38:39.354000+00:00,190.646,8,4
395,103103,2019-06-24 11:41:52.958000+00:00,58.042,9,1
396,95800.32,2019-06-24 11:42:52.627000+00:00,67.373,9,2
397,5579.42,2019-06-24 11:44:01.251000+00:00,3.749,9,3
