,totalPowerConsumed,firstStartedTimestamp,latency,serverNumber,tacticNumber
797,55047.3,2019-06-24 23:18:13.672000+00:00,33.328,8,5
798,191542.12,2019-06-24 23:18:48.830000+00:00,105.17,9,1
799,180509.56,2019-06-24 23:20:35.742000+00:00,127.258,9,2
800,67844.7,2019-06-24 23:22:44.744000+00:00,38.256,9,3
801,237891.5,2019-06-24 23:23:24.206000+00:00,145.794,9,4
802,41794.06,2019-06-24 23:25:51.019000+00:00,21.981,9,5
803,307199.2,2019-06-24 23:26:44.101000+00:00,212.899,1,1
804,60813.06,2019-06-24 23:30:18.036000+00:00,37.964,1,2
805,50341.06,2019-06-24 23:30:57.159000+00:00,30.841,1,3
806,335715.38,2019-06-24 23:31:29.998000+00:00,206.002,1,4
807,87239.46,2019-06-24 23:34:58.648000+00:00,59.352,2,1
808,123143.02,2019-06-24 23:35:59.237000+00:00,74.763,2,2
809,212176.58,2019-06-24 23:37:15.828000+00:00,122.172,2,3
810,381792.18,2019-06-24 23:39:19.786000+00:00,246.214,2,4
811,104259.54,2019-06-24 23:43:28.992000+00:00,58.008,3,1
812,30099.3,2019-06-24 23:44:28.734000+00:00,18.266,3,2
813,46683.56,2019-06-24 23:44:48.668000+00:00,28.332,3,3
814,119907.48,2019-06-24 23:45:18.870000+00:00,69.13,3,4
815,136628.8,2019-06-24 23:46:30.809000+00:00,84.191,4,1
816,106558.76,2019-06-24 23:47:56.797000+00:00,75.203,4,2
817,76753.6,2019-06-24 23:49:13.866000+00:00,46.134,4,3
818,338966.32,2019-06-24 23:50:01.088000+00:00,200.912,4,4
819,106316.98,2019-06-24 23:53:24.689000+00:00,70.311,5,1
820,111126.4,2019-06-24 23:54:36.094000+00:00,78.906,5,2
821,184836.96,2019-06-24 23:55:56.535000+00:00,110.465,5,3
822,247488.78,2019-06-24 23:57:48.087000+00:00,142.913,5,4
