,totalPowerConsumed,firstStartedTimestamp,latency,serverNumber,tacticNumber
266,77038.50000000003,2019-07-21 02:21:59.622000+00:00,55.378,1,3
267,1395.24,2019-07-21 02:22:56.987000+00:00,0.013,1,4
268,72837.38,2019-07-21 02:23:01.196000+00:00,48.804,2,3
269,2125.2,2019-07-21 02:23:53.618000+00:00,0.382,3,1
270,85157.37999999999,2019-07-21 02:23:56.375000+00:00,47.625,3,3
271,1580.04,2019-07-21 02:24:47.806000+00:00,0.194,4,1
272,81626.15999999999,2019-07-21 02:24:50.814000+00:00,48.186,4,3
273,1382.92,2019-07-21 02:25:42.283000+00:00,0.717,5,1
274,70975.51999999997,2019-07-21 02:25:45.086000+00:00,50.914,5,3
275,1379.84,2019-07-21 02:26:37.735000+00:00,0.265,5,4
276,2787.4,2019-07-21 02:26:40.306000+00:00,1.694,6,1
277,40686.79999999998,2019-07-21 02:26:44.450000+00:00,28.55,6,3
278,1387.54,2019-07-21 02:27:14.986000+00:00,0.014,6,4
279,84938.7,2019-07-21 02:27:19.381000+00:00,47.619,7,3
280,2236.08,2019-07-21 02:28:10.896000+00:00,0.104,8,1
281,84153.30000000005,2019-07-21 02:28:13.542000+00:00,47.458,8,3
282,1399.86,2019-07-21 02:29:04.783000+00:00,0.217,9,1
283,68497.66000000002,2019-07-21 02:29:07.376000+00:00,48.624,9,3
284,1387.54,2019-07-21 02:30:29.871000+00:00,0.129,1,1
285,86609.59999999996,2019-07-21 02:30:32.281000+00:00,52.719,1,3
286,78761.76000000001,2019-07-21 02:31:30.698000+00:00,41.302,2,3
287,1549.24,2019-07-21 02:32:15.464000+00:00,0.536,3,1
288,68848.78,2019-07-21 02:32:18.253000+00:00,47.747,3,3
289,1395.24,2019-07-21 02:33:09.175000+00:00,0.825,4,1
290,68286.68000000002,2019-07-21 02:33:12.180000+00:00,47.82,4,3
291,1392.16,2019-07-21 02:34:03.391000+00:00,0.609,5,1
292,49142.94000000002,2019-07-21 02:34:06.139000+00:00,34.861,5,3
293,1378.3,2019-07-21 02:34:42.983000+00:00,0.017,5,4
294,1829.52,2019-07-21 02:34:45.112000+00:00,0.888,6,1
295,67829.3,2019-07-21 02:34:48.254000+00:00,33.746,6,3
296,76217.68000000001,2019-07-21 02:35:27.524000+00:00,45.476,7,3
297,68094.18,2019-07-21 02:36:18.834000+00:00,48.166,8,3
298,68006.39999999997,2019-07-21 02:37:12.843000+00:00,48.157,9,3
299,1758.68,2019-07-21 02:38:34.916000+00:00,0.084,1,1
300,87376.51999999999,2019-07-21 02:38:37.321000+00:00,46.679,1,3
301,71583.81999999998,2019-07-21 02:39:29.985000+00:00,48.015,2,3
302,1378.3,2019-07-21 02:40:19.955000+00:00,0.045,2,4
303,70450.37999999999,2019-07-21 02:40:24.842000+00:00,48.158,3,3
304,1364.44,2019-07-21 02:41:16.270000+00:00,0.73,4,1
305,76482.56000000001,2019-07-21 02:41:19.297000+00:00,47.703,4,3
306,1775.62,2019-07-21 02:42:10.612000+00:00,0.388,5,1
307,71469.86000000002,2019-07-21 02:42:13.363000+00:00,36.637,5,3
308,2008.16,2019-07-21 02:42:53.293000+00:00,0.707,6,1
309,48405.27999999999,2019-07-21 02:42:56.329000+00:00,34.671,6,3
310,1384.46,2019-07-21 02:43:32.963000+00:00,0.037,6,4
311,64505.97999999997,2019-07-21 02:43:37.366000+00:00,45.634,7,3
312,1382.92,2019-07-21 02:44:26.624000+00:00,0.376,8,1
313,68124.97999999997,2019-07-21 02:44:29.267000+00:00,47.733,8,3
314,2082.08,2019-07-21 02:45:20.915000+00:00,0.085,9,1
315,91904.12,2019-07-21 02:45:23.424000+00:00,48.576,9,3
316,2103.64,2019-07-21 02:46:13.920000+00:00,0.08,9,4
317,78175.02000000003,2019-07-21 02:46:48.459000+00:00,40.541,1,3
318,1398.32,2019-07-21 02:47:32.946000+00:00,0.054,2,1
319,65032.65999999999,2019-07-21 02:47:35.041000+00:00,47.959,2,3
320,1392.16,2019-07-21 02:48:24.907000+00:00,0.093,2,4
321,84459.76000000001,2019-07-21 02:48:29.811000+00:00,48.189,3,3
322,1824.9,2019-07-21 02:49:21.204000+00:00,0.796,4,1
323,109298.42,2019-07-21 02:49:24.224000+00:00,47.776,4,3
324,1384.46,2019-07-21 02:50:15.475000+00:00,0.525,5,1
325,50251.74,2019-07-21 02:50:18.207000+00:00,36.793,5,3
326,2836.6800000000003,2019-07-21 02:50:58.936000+00:00,1.064,6,1
327,48979.700000000004,2019-07-21 02:51:02.065000+00:00,34.935,6,3
328,68359.06,2019-07-21 02:51:42.738000+00:00,46.262,7,3
329,89761.97999999998,2019-07-21 02:52:34.999000+00:00,49.001,8,3
330,84402.78000000001,2019-07-21 02:53:29.678000+00:00,48.322,9,3
331,1399.86,2019-07-21 02:54:51.720000+00:00,0.28,1,1
332,55156.63999999998,2019-07-21 02:54:54.098000+00:00,39.902,1,3
333,72532.45999999999,2019-07-21 02:55:39.479000+00:00,48.521,2,3
334,1624.7,2019-07-21 02:56:31.317000+00:00,0.683,3,1
335,90167.00000000001,2019-07-21 02:56:34.107000+00:00,47.893,3,3
336,1718.64,2019-07-21 02:57:25.161000+00:00,0.839,4,1
337,70639.8,2019-07-21 02:57:28.140000+00:00,47.86,4,3
338,1378.3,2019-07-21 02:58:19.593000+00:00,0.407,5,1
339,48787.19999999999,2019-07-21 02:58:22.384000+00:00,35.616,5,3
340,1398.32,2019-07-21 02:59:01.678000+00:00,0.322,6,1
341,73921.53999999996,2019-07-21 02:59:04.811000+00:00,34.189,6,3
342,91879.48000000001,2019-07-21 02:59:44.497000+00:00,47.503,7,3
343,86377.06000000001,2019-07-21 03:00:37.961000+00:00,48.039,8,3
344,1657.04,2019-07-21 03:01:29.759000+00:00,0.241,9,1
345,69312.31999999998,2019-07-21 03:01:32.340000+00:00,49.66,9,3
346,85486.93999999999,2019-07-21 03:02:57.758000+00:00,56.242,1,3
347,91580.71999999997,2019-07-21 03:03:59.463000+00:00,48.537,2,3
348,2086.7,2019-07-21 03:04:51.831000+00:00,0.169,3,1
349,70792.26,2019-07-21 03:04:54.586000+00:00,47.414,3,3
350,2097.48,2019-07-21 03:05:43.952000+00:00,0.048,3,4
351,1399.86,2019-07-21 03:05:46.041000+00:00,0.959,4,1
352,65560.88,2019-07-21 03:05:49.042000+00:00,47.958,4,3
353,1450.68,2019-07-21 03:06:40.347000+00:00,0.653,5,1
354,90133.12000000001,2019-07-21 03:06:43.095000+00:00,51.905,5,3
355,3070.76,2019-07-21 03:07:38.556000+00:00,1.444,6,1
356,74807.04000000001,2019-07-21 03:07:42.707000+00:00,30.293,6,3
357,1684.76,2019-07-21 03:08:14.932000+00:00,0.068,6,4
358,84579.88,2019-07-21 03:08:19.328000+00:00,47.672,7,3
359,1569.26,2019-07-21 03:09:08.908000+00:00,0.092,7,4
360,69347.73999999999,2019-07-21 03:09:13.578000+00:00,48.422,8,3
361,70310.24,2019-07-21 03:10:07.898000+00:00,49.102,9,3
362,105166.6,2019-07-21 03:11:32.665000+00:00,56.335,1,3
363,75797.26,2019-07-21 03:12:34.879000+00:00,49.121,2,3
364,73926.15999999997,2019-07-21 03:13:29.892000+00:00,48.108,3,3
365,1384.46,2019-07-21 03:14:21.176000+00:00,0.824,4,1
366,68674.75999999998,2019-07-21 03:14:24.156000+00:00,47.844,4,3
367,2137.52,2019-07-21 03:15:15.334000+00:00,0.666,5,1
368,95347.55999999997,2019-07-21 03:15:18.085000+00:00,50.915,5,3
369,2075.92,2019-07-21 03:16:11.978000+00:00,0.022,5,5
370,4268.88,2019-07-21 03:16:13.072000+00:00,1.928,6,1
371,49914.48,2019-07-21 03:16:17.293000+00:00,29.707,6,3
372,1384.46,2019-07-21 03:16:49.998000+00:00,0.002,6,5
373,68172.71999999999,2019-07-21 03:16:53.297000+00:00,48.703,7,3
374,68268.20000000001,2019-07-21 03:17:47.970000+00:00,48.03,8,3
375,1364.44,2019-07-21 03:18:39.441000+00:00,0.559,9,1
376,88275.87999999996,2019-07-21 03:18:42.025000+00:00,48.975,9,3
377,2285.36,2019-07-21 03:20:04.816000+00:00,0.184,1,1
378,55707.96,2019-07-21 03:20:07.205000+00:00,38.795,1,3
379,89421.64000000004,2019-07-21 03:20:51.742000+00:00,48.258,2,3
380,1395.24,2019-07-21 03:21:43.645000+00:00,0.355,3,1
381,94418.94000000003,2019-07-21 03:21:46.577000+00:00,47.423,3,3
382,1660.12,2019-07-21 03:22:37.920000+00:00,0.08,4,1
383,110715.22000000002,2019-07-21 03:22:40.936000+00:00,47.064,4,3
